Nome,URL da Imagem,Sede,Cor Primária,URL
João Pessoa Espectros,https://www.salaooval.com.br/wp-content/uploads/2019/02/pb_joao_pessoa_espectros_Alt.png,João Pessoa/PB,#c61e24,https://www.salaooval.com.br/times/joao-pessoa-espectros/
UFERSA Petroleiros,https://www.salaooval.com.br/wp-content/uploads/2016/06/rn_ufersa_petroleiros.png,Mossoró/RN,#d83b00,https://www.salaooval.com.br/times/ufersa-petroleiros/
Ceará Caçadores,https://www.salaooval.com.br/wp-content/uploads/2020/03/ce_ceara_cacadores_alt.png,Fortaleza/CE,#000000,https://www.salaooval.com.br/times/ceara-cacadores/
América Bulls,https://www.salaooval.com.br/wp-content/uploads/2016/05/rn_america_bulls-1.png,Natal/RN,#fe0f15,https://www.salaooval.com.br/times/bulls-potiguares/
Recife Mariners,https://www.salaooval.com.br/wp-content/uploads/2017/03/pe_recife_mariners.png,Recife/PE,#005daa,https://www.salaooval.com.br/times/recife-mariners/
Londrina Bristlebacks,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_londrina_bristlebacks.png,Londrina/PR,#fd1922,https://www.salaooval.com.br/times/londrina-bristlebacks/
Norte Paraná,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_norte_parana.png,,#534940,https://www.salaooval.com.br/equipe/norte-parana/
Brown Spiders,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_brown_spiders-2.png,Curitiba/PR,#db5c1b,https://www.salaooval.com.br/times/brown-spiders/
Paraná HP,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_parana_hp-1.png,Curitiba/PR,#00eb4d,https://www.salaooval.com.br/times/parana-hp/
Paraná Clube Guardian Saints,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_parana_guardian_saints.png,Curitiba/PR,#17417d,https://www.salaooval.com.br/times/guardian-saints/
Maringá Pyros,https://www.salaooval.com.br/wp-content/uploads/2018/02/pr_maringa_pyros.png,Maringá/PR,#d10314,https://www.salaooval.com.br/times/maringa-pyros/
Foz do Iguaçu Black Sharks,https://www.salaooval.com.br/wp-content/uploads/2016/05/pr_foz_do_iguacu_black_sharks.png,Foz do Iguaçu/PR,#921d01,https://www.salaooval.com.br/times/foz-do-iguacu-black-sharks/
Coritiba Crocodiles,https://www.salaooval.com.br/wp-content/uploads/2022/02/pr_coritiba_crocodiles_alt.png,Curitiba/PR,#19635a,https://www.salaooval.com.br/times/coritiba-crocodiles/
Underdogs Football,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_underdogs_football.png,,#01718d,https://www.salaooval.com.br/equipe/underdogs-football/
Ocelots Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2017/01/sp_ocelots_football.png,Jundiaí/SP,#f37231,https://www.salaooval.com.br/times/ocelots-fa/
Tomahawk Futebol Americano,https://www.salaooval.com.br/wp-content/uploads/2020/02/sp_independente_tomahawk.png,s,#b72027,https://www.salaooval.com.br/times/tomahawk-fa/
Empyreo Leme Lizards,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_leme_lizards.png,s,#035699,https://www.salaooval.com.br/times/empyreo-leme-lizards/
Sorocaba Vipers,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_sorocaba_vipers-1.png,Sorocaba/SP,#54007a,https://www.salaooval.com.br/times/sorocaba-vipers/
Araçatuba Touros,https://www.salaooval.com.br/wp-content/uploads/2017/08/sp_aracatuba_touros.png,Araçatuba/SP,#f7151c,https://www.salaooval.com.br/times/aracatuba-touros/
Rio Preto Weilers,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_rio_preto_weillers.png,São José do Rio Preto/SP,#fae109,https://www.salaooval.com.br/times/rio-preto-weilers/
Campo Grande Gravediggers,https://www.salaooval.com.br/wp-content/uploads/2016/05/ms_operario_gravediggers.png,,#fdf000,https://www.salaooval.com.br/equipe/campo-grande-gravediggers/
Ribeirão Preto Alligators,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_ribeirao_preto_alligators.png,,#0ace2b,https://www.salaooval.com.br/equipe/ribeirao-preto-alligators/
Votuporanga Mohawks,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_votuporanga_mohawks.png,,#048d5a,https://www.salaooval.com.br/equipe/votuporanga-mohawks/
Ponte Preta Gorilas,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_ponte_preta_gorilas.png,,#010101,https://www.salaooval.com.br/equipe/ponte-preta-gorilas/
Palmeiras Locomotives,https://www.salaooval.com.br/wp-content/uploads/2018/02/sp_palmeiras_locomotives.png,São Paulo/SP,#064f2d,https://www.salaooval.com.br/times/palmeiras-locomotives/
São Caetano Blue Birds,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_sao_caetano_bluebirds.png,,#061644,https://www.salaooval.com.br/equipe/sao-caetano-blue-birds/
Santos Tsunami,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_santos_tsunami.png,Santos/SP,#00549d,https://www.salaooval.com.br/times/santos-tsunami/
Guarulhos Rhynos,https://www.salaooval.com.br/wp-content/uploads/2022/02/sp_guarulhos_rhynos_alt.png,São Paulo/SP,#181815,https://www.salaooval.com.br/times/Guarulhos-Rhynos/
Corinthians Steamrollers,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_corinthians_steamrollers-1.png,São Paulo/SP,#ec2f21,https://www.salaooval.com.br/times/corinthians-steamrollers/
São Paulo Storm,https://www.salaooval.com.br/wp-content/uploads/2016/05/sp_sao_paulo_storm.png,São Paulo/SP,#004479,https://www.salaooval.com.br/times/sao-paulo-storm/
